"day","month","year","modern_site_code","historical_site_code","start_time","number","time_seg","HSF","notes","scientific_name","common_name","species_code","order","family"
23,3,2021,"FHEK1","FHEK","6:46",1,1,"H","Drum","Chrysocolaptes guttacristatus","Greater Flameback","GRFL","Piciformes","Picidae (Woodpeckers)"
23,3,2021,"FHEK1","FHEK","6:46",1,3,"S","","Chrysocolaptes guttacristatus","Greater Flameback","GRFL","Piciformes","Picidae (Woodpeckers)"
13,2,2021,"FHEK1","FHEK","8:16",1,1,"H","","Gallus sonneratii","Gray Junglefowl","GRJU","Galliformes","Phasianidae (Pheasants, Grouse, and Allies)"
23,3,2021,"FHEK1","FHEK","6:46",1,1,"H","","Gallus sonneratii","Gray Junglefowl","GRJU","Galliformes","Phasianidae (Pheasants, Grouse, and Allies)"
23,3,2021,"FHEK1","FHEK","6:46",2,3,"H","","Gallus sonneratii","Gray Junglefowl","GRJU","Galliformes","Phasianidae (Pheasants, Grouse, and Allies)"
13,2,2021,"FHEK1","FHEK","8:16",1,2,"H","","Turdus simillimus","Indian Blackbird","INBL","Passeriformes","Turdidae (Thrushes and Allies)"
23,3,2021,"FHEK1","FHEK","6:46",2,3,"H","","Turdus simillimus","Indian Blackbird","INBL","Passeriformes","Turdidae (Thrushes and Allies)"
23,3,2021,"FHEK1","FHEK","6:46",1,1,"H","","Larvivora brunnea","Indian Blue Robin","IBRO","Passeriformes","Muscicapidae (Old World Flycatchers)"
13,2,2021,"FHEK1","FHEK","8:16",1,2,"H","","Pomatorhinus horsfieldii","Indian Scimitar-Babbler","ISBA","Passeriformes","Timaliidae (Tree-Babblers, Scimitar-Babblers, and Allies)"
23,3,2021,"FHEK1","FHEK","6:46",2,1,"H","","Pomatorhinus horsfieldii","Indian Scimitar-Babbler","ISBA","Passeriformes","Timaliidae (Tree-Babblers, Scimitar-Babblers, and Allies)"
23,3,2021,"FHEK1","FHEK","6:46",1,3,"H","","Lanius schach","Long-tailed Shrike","LTSH","Passeriformes","Laniidae (Shrikes)"
23,3,2021,"FHEK1","FHEK","6:46",3,3,"S","","Psittacula columboides","Malabar Parakeet","MAPA","Psittaciformes","Psittaculidae (Old World Parrots)"
23,3,2021,"FHEK1","FHEK","6:46",1,3,"H","","Eumyias albicaudatus","Nilgiri Flycatcher","NIFL","Passeriformes","Muscicapidae (Old World Flycatchers)"
23,3,2021,"FHEK1","FHEK","6:46",1,2,"H","","Dicaeum concolor","Nilgiri Flowerpecker","NIFP","Passeriformes","Dicaeidae (Flowerpeckers)"
13,2,2021,"FHEK1","FHEK","8:16",2,1,"H","","Montecincla cachinnans","Nilgiri Laughingthrush","NILA","Passeriformes","Leiothrichidae (Laughingthrushes and Allies)"
13,2,2021,"FHEK1","FHEK","8:16",1,2,"H","","Montecincla cachinnans","Nilgiri Laughingthrush","NILA","Passeriformes","Leiothrichidae (Laughingthrushes and Allies)"
23,3,2021,"FHEK1","FHEK","6:46",4,2,"H","","Montecincla cachinnans","Nilgiri Laughingthrush","NILA","Passeriformes","Leiothrichidae (Laughingthrushes and Allies)"
23,3,2021,"FHEK1","FHEK","6:46",2,1,"H","","Columba elphinstonii","Nilgiri Wood-Pigeon","NWPI","Columbiformes","Columbidae (Pigeons and Doves)"
13,2,2021,"FHEK1","FHEK","8:16",3,1,"H","","Zosterops palpebrosus","Indian White Eye","IWEY","Passeriformes","Zosteropidae"
23,3,2021,"FHEK1","FHEK","6:46",1,1,"H","","Zosterops palpebrosus","Indian White Eye","IWEY","Passeriformes","Zosteropidae"
13,2,2021,"FHEK1","FHEK","8:16",1,2,"S","","Saxicola caprata","Pied Bushchat","PIBU","Passeriformes","Muscicapidae (Old World Flycatchers)"
23,3,2021,"FHEK1","FHEK","6:46",2,3,"H","","Saxicola caprata","Pied Bushchat","PIBU","Passeriformes","Muscicapidae (Old World Flycatchers)"
23,3,2021,"FHEK1","FHEK","6:46",1,2,"H","","Pellorneum ruficeps","Puff-throated Babbler","PTBA","Passeriformes","Pellorneidae (Ground Babblers and Allies)"
13,2,2021,"FHEK1","FHEK","8:16",3,1,"H/S","","Pycnonotus jocosus","Red-whiskered Bulbul","RWBU","Passeriformes","Pycnonotidae (Bulbuls)"
23,3,2021,"FHEK1","FHEK","6:46",3,1,"H","","Pycnonotus jocosus","Red-whiskered Bulbul","RWBU","Passeriformes","Pycnonotidae (Bulbuls)"
23,3,2021,"FHEK1","FHEK","6:46",4,1,"S","","Pycnonotus jocosus","Red-whiskered Bulbul","RWBU","Passeriformes","Pycnonotidae (Bulbuls)"
23,3,2021,"FHEK1","FHEK","6:46",3,2,"S","","Pycnonotus jocosus","Red-whiskered Bulbul","RWBU","Passeriformes","Pycnonotidae (Bulbuls)"
23,3,2021,"FHEK1","FHEK","6:46",2,3,"H","","Hypsipetes ganeesa","Square-tailed Bulbul","STBU","Passeriformes","Pycnonotidae (Bulbuls)"
13,2,2021,"FHEK1","FHEK","8:16",2,1,"H","","Sitta frontalis","Velvet-fronted Nuthatch","VFNU","Passeriformes","Sittidae (Nuthatches)"
13,2,2021,"FHEK1","FHEK","8:16",1,1,"H","","Psilopogon viridis","White-cheeked Barbet","WCBA","Piciformes","Megalaimidae (Asian Barbets)"
23,3,2021,"FHEK1","FHEK","6:46",2,1,"H","","Psilopogon viridis","White-cheeked Barbet","WCBA","Piciformes","Megalaimidae (Asian Barbets)"
19,3,2021,"GDLR1","GDLR","6:52",1,2,"H","","Acrocephalus dumetorum","Blyth's Reed Warbler","BRWA","Passeriformes","Acrocephalidae (Reed Warblers and Allies)"
19,3,2021,"GDLR1","GDLR","6:52",2,1,"H","","Hemipus picatus","Bar-winged Flycatcher-shrike","BWFS","Passeriformes","Vangidae (Vangas, Helmetshrikes, and Allies)"
19,3,2021,"GDLR1","GDLR","6:52",1,1,"H","","Chrysocolaptes guttacristatus","Greater Flameback","GRFL","Piciformes","Picidae (Woodpeckers)"
19,3,2021,"GDLR1","GDLR","6:52",1,1,"H","","Gallus sonneratii","Gray Junglefowl","GRJU","Galliformes","Phasianidae (Pheasants, Grouse, and Allies)"
19,3,2021,"GDLR1","GDLR","6:52",1,3,"H","","Gallus sonneratii","Gray Junglefowl","GRJU","Galliformes","Phasianidae (Pheasants, Grouse, and Allies)"
19,3,2021,"GDLR1","GDLR","6:52",2,1,"H","","Turdus simillimus","Indian Blackbird","INBL","Passeriformes","Turdidae (Thrushes and Allies)"
19,3,2021,"GDLR1","GDLR","6:52",2,3,"H","","Pomatorhinus horsfieldii","Indian Scimitar-Babbler","ISBA","Passeriformes","Timaliidae (Tree-Babblers, Scimitar-Babblers, and Allies)"
19,3,2021,"GDLR1","GDLR","6:52",1,3,"H","","Myophonus horsfieldii","Malabar Whistling-Thrush","MWTH","Passeriformes","Muscicapidae (Old World Flycatchers)"
19,3,2021,"GDLR1","GDLR","6:52",1,3,"H","","Dicaeum concolor","Nilgiri Flowerpecker","NIFP","Passeriformes","Dicaeidae (Flowerpeckers)"
19,3,2021,"GDLR1","GDLR","6:52",4,1,"H","","Zosterops palpebrosus","Indian White Eye","IWEY","Passeriformes","Zosteropidae"
19,3,2021,"GDLR1","GDLR","6:52",1,1,"H","","Pellorneum ruficeps","Puff-throated Babbler","PTBA","Passeriformes","Pellorneidae (Ground Babblers and Allies)"
19,3,2021,"GDLR1","GDLR","6:52",3,1,"H","","Pycnonotus jocosus","Red-whiskered Bulbul","RWBU","Passeriformes","Pycnonotidae (Bulbuls)"
19,3,2021,"GDLR1","GDLR","6:52",2,2,"H","","Hypsipetes ganeesa","Square-tailed Bulbul","STBU","Passeriformes","Pycnonotidae (Bulbuls)"
19,3,2021,"GDLR1","GDLR","6:52",2,1,"H","","Sitta frontalis","Velvet-fronted Nuthatch","VFNU","Passeriformes","Sittidae (Nuthatches)"
19,3,2021,"GDLR1","GDLR","6:52",2,1,"H","","Psilopogon viridis","White-cheeked Barbet","WCBA","Piciformes","Megalaimidae (Asian Barbets)"
19,3,2021,"GDLR1","GDLR","6:52",2,1,"H","","Iole indica","Yellow-browed Bulbul","YBBU","Passeriformes","Pycnonotidae (Bulbuls)"
19,3,2021,"GDLR1","GDLR","6:52",4,2,"H","","Iole indica","Yellow-browed Bulbul","YBBU","Passeriformes","Pycnonotidae (Bulbuls)"
19,3,2021,"GDLR2","GDLR","7:31",1,1,"H","","Alcippe poioicephala","Brown-cheeked Fulvetta","BCFU","Passeriformes","Leiothrichidae (Laughingthrushes and Allies)"
19,3,2021,"GDLR2","GDLR","7:31",1,1,"H","","Acrocephalus dumetorum","Blyth's Reed Warbler","BRWA","Passeriformes","Acrocephalidae (Reed Warblers and Allies)"
19,3,2021,"GDLR2","GDLR","7:31",2,1,"H","","Hemipus picatus","Bar-winged Flycatcher-shrike","BWFS","Passeriformes","Vangidae (Vangas, Helmetshrikes, and Allies)"
19,3,2021,"GDLR2","GDLR","7:31",1,3,"H","","Gallus sonneratii","Gray Junglefowl","GRJU","Galliformes","Phasianidae (Pheasants, Grouse, and Allies)"
19,3,2021,"GDLR2","GDLR","7:31",1,3,"H","","Pomatorhinus horsfieldii","Indian Scimitar-Babbler","ISBA","Passeriformes","Timaliidae (Tree-Babblers, Scimitar-Babblers, and Allies)"
19,3,2021,"GDLR2","GDLR","7:31",2,1,"H","","Myophonus horsfieldii","Malabar Whistling-Thrush","MWTH","Passeriformes","Muscicapidae (Old World Flycatchers)"
19,3,2021,"GDLR2","GDLR","7:31",2,1,"H","","Zosterops palpebrosus","Indian White Eye","IWEY","Passeriformes","Zosteropidae"
19,3,2021,"GDLR2","GDLR","7:31",1,2,"H","","Pellorneum ruficeps","Puff-throated Babbler","PTBA","Passeriformes","Pellorneidae (Ground Babblers and Allies)"
19,3,2021,"GDLR2","GDLR","7:31",2,2,"H","","Pycnonotus jocosus","Red-whiskered Bulbul","RWBU","Passeriformes","Pycnonotidae (Bulbuls)"
19,3,2021,"GDLR2","GDLR","7:31",1,1,"H","","Hypsipetes ganeesa","Square-tailed Bulbul","STBU","Passeriformes","Pycnonotidae (Bulbuls)"
19,3,2021,"GDLR2","GDLR","7:31",1,1,"H","","Sitta frontalis","Velvet-fronted Nuthatch","VFNU","Passeriformes","Sittidae (Nuthatches)"
19,3,2021,"GDLR2","GDLR","7:31",2,1,"H","","Psilopogon viridis","White-cheeked Barbet","WCBA","Piciformes","Megalaimidae (Asian Barbets)"
19,3,2021,"GDLR2","GDLR","7:31",4,1,"H","","Iole indica","Yellow-browed Bulbul","YBBU","Passeriformes","Pycnonotidae (Bulbuls)"
30,3,2021,"GVSL1","GVSL","6:17",1,1,"H","","Prinia socialis","Ashy Prinia","ASPR","Passeriformes","Cisticolidae (Cisticolas and Allies)"
21,1,2021,"GVSL1","GVSL","9:20",1,3,"H","","Acrocephalus dumetorum","Blyth's Reed Warbler","BRWA","Passeriformes","Acrocephalidae (Reed Warblers and Allies)"
30,3,2021,"GVSL1","GVSL","6:17",1,2,"H","","Acrocephalus dumetorum","Blyth's Reed Warbler","BRWA","Passeriformes","Acrocephalidae (Reed Warblers and Allies)"
30,3,2021,"GVSL1","GVSL","6:17",1,3,"H","","Hemipus picatus","Bar-winged Flycatcher-shrike","BWFS","Passeriformes","Vangidae (Vangas, Helmetshrikes, and Allies)"
21,1,2021,"GVSL1","GVSL","9:20",2,1,"H","","Gallus sonneratii","Gray Junglefowl","GRJU","Galliformes","Phasianidae (Pheasants, Grouse, and Allies)"
30,3,2021,"GVSL1","GVSL","6:17",2,1,"H","","Gallus sonneratii","Gray Junglefowl","GRJU","Galliformes","Phasianidae (Pheasants, Grouse, and Allies)"
30,3,2021,"GVSL1","GVSL","6:17",2,1,"H","","Turdus simillimus","Indian Blackbird","INBL","Passeriformes","Turdidae (Thrushes and Allies)"
21,1,2021,"GVSL1","GVSL","9:20",1,2,"H","","Larvivora brunnea","Indian Blue Robin","IBRO","Passeriformes","Muscicapidae (Old World Flycatchers)"
30,3,2021,"GVSL1","GVSL","6:17",1,1,"H","","Larvivora brunnea","Indian Blue Robin","IBRO","Passeriformes","Muscicapidae (Old World Flycatchers)"
30,3,2021,"GVSL1","GVSL","6:17",1,1,"H","","Pomatorhinus horsfieldii","Indian Scimitar-Babbler","ISBA","Passeriformes","Timaliidae (Tree-Babblers, Scimitar-Babblers, and Allies)"
21,1,2021,"GVSL1","GVSL","9:20",2,1,"H","","Acridotheres fuscus","Jungle Myna","JUMY","Passeriformes","Sturnidae (Starlings)"
21,1,2021,"GVSL1","GVSL","9:20",3,2,"S","","Acridotheres fuscus","Jungle Myna","JUMY","Passeriformes","Sturnidae (Starlings)"
30,3,2021,"GVSL1","GVSL","6:17",2,1,"H","","Acridotheres fuscus","Jungle Myna","JUMY","Passeriformes","Sturnidae (Starlings)"
30,3,2021,"GVSL1","GVSL","6:17",1,2,"H","","Acridotheres fuscus","Jungle Myna","JUMY","Passeriformes","Sturnidae (Starlings)"
21,1,2021,"GVSL1","GVSL","9:20",1,1,"H","","Dicaeum concolor","Nilgiri Flowerpecker","NIFP","Passeriformes","Dicaeidae (Flowerpeckers)"
30,3,2021,"GVSL1","GVSL","6:17",2,1,"H","","Dicaeum concolor","Nilgiri Flowerpecker","NIFP","Passeriformes","Dicaeidae (Flowerpeckers)"
30,3,2021,"GVSL1","GVSL","6:17",2,3,"H","","Dicaeum concolor","Nilgiri Flowerpecker","NIFP","Passeriformes","Dicaeidae (Flowerpeckers)"
30,3,2021,"GVSL1","GVSL","6:17",2,3,"H","","Montecincla cachinnans","Nilgiri Laughingthrush","NILA","Passeriformes","Leiothrichidae (Laughingthrushes and Allies)"
21,1,2021,"GVSL1","GVSL","9:20",1,1,"H","","Zosterops palpebrosus","Indian White Eye","IWEY","Passeriformes","Zosteropidae"
21,1,2021,"GVSL1","GVSL","9:20",1,2,"H","","Zosterops palpebrosus","Indian White Eye","IWEY","Passeriformes","Zosteropidae"
30,3,2021,"GVSL1","GVSL","6:17",2,1,"H","","Zosterops palpebrosus","Indian White Eye","IWEY","Passeriformes","Zosteropidae"
30,3,2021,"GVSL1","GVSL","6:17",1,2,"S","","Zosterops palpebrosus","Indian White Eye","IWEY","Passeriformes","Zosteropidae"
30,3,2021,"GVSL1","GVSL","6:17",1,1,"H","","Saxicola caprata","Pied Bushchat","PIBU","Passeriformes","Muscicapidae (Old World Flycatchers)"
21,1,2021,"GVSL1","GVSL","9:20",3,1,"H","","Pycnonotus jocosus","Red-whiskered Bulbul","RWBU","Passeriformes","Pycnonotidae (Bulbuls)"
30,3,2021,"GVSL1","GVSL","6:17",6,1,"H","","Pycnonotus jocosus","Red-whiskered Bulbul","RWBU","Passeriformes","Pycnonotidae (Bulbuls)"
30,3,2021,"GVSL1","GVSL","6:17",2,2,"S","","Pycnonotus jocosus","Red-whiskered Bulbul","RWBU","Passeriformes","Pycnonotidae (Bulbuls)"
30,3,2021,"GVSL1","GVSL","6:17",2,3,"S","","Pycnonotus jocosus","Red-whiskered Bulbul","RWBU","Passeriformes","Pycnonotidae (Bulbuls)"
21,1,2021,"GVSL1","GVSL","9:20",3,3,"S","","Phylloscopus affinis","Tickell's Leaf Warbler","TLWA","Passeriformes","Phylloscopidae (Leaf Warblers)"
30,3,2021,"GVSL1","GVSL","6:17",1,2,"H","","Phylloscopus affinis","Tickell's Leaf Warbler","TLWA","Passeriformes","Phylloscopidae (Leaf Warblers)"
21,1,2021,"GVSL1","GVSL","9:20",1,2,"H","","Sitta frontalis","Velvet-fronted Nuthatch","VFNU","Passeriformes","Sittidae (Nuthatches)"
30,3,2021,"GVSL1","GVSL","6:17",2,1,"H","","Sitta frontalis","Velvet-fronted Nuthatch","VFNU","Passeriformes","Sittidae (Nuthatches)"
21,1,2021,"GVSL1","GVSL","9:20",1,2,"H","","Psilopogon viridis","White-cheeked Barbet","WCBA","Piciformes","Megalaimidae (Asian Barbets)"
9,3,2021,"HTHP1","HTHP","7:00",1,3,"S","","Ficedula nigrorufa","Black-and-orange Flycatcher","BAOF","Passeriformes","Muscicapidae (Old World Flycatchers)"
4,5,2021,"HTHP1","HTHP","7:08",1,2,"H","","Ficedula nigrorufa","Black-and-orange Flycatcher","BAOF","Passeriformes","Muscicapidae (Old World Flycatchers)"
25,12,2020,"HTHP1","HTHP","8:57",1,1,"H","","Alcippe poioicephala","Brown-cheeked Fulvetta","BCFU","Passeriformes","Leiothrichidae (Laughingthrushes and Allies)"
9,3,2021,"HTHP1","HTHP","7:00",2,1,"H","","Alcippe poioicephala","Brown-cheeked Fulvetta","BCFU","Passeriformes","Leiothrichidae (Laughingthrushes and Allies)"
4,5,2021,"HTHP1","HTHP","7:08",2,1,"H","","Alcippe poioicephala","Brown-cheeked Fulvetta","BCFU","Passeriformes","Leiothrichidae (Laughingthrushes and Allies)"
9,3,2021,"HTHP1","HTHP","7:00",2,1,"H","","Acrocephalus dumetorum","Blyth's Reed Warbler","BRWA","Passeriformes","Acrocephalidae (Reed Warblers and Allies)"
25,12,2020,"HTHP1","HTHP","8:57",1,3,"H","","Aegithina tiphia","Common Iora","COIO","Passeriformes","Aegithinidae (Ioras)"
9,3,2021,"HTHP1","HTHP","7:00",1,1,"H","","Gallus sonneratii","Gray Junglefowl","GRJU","Galliformes","Phasianidae (Pheasants, Grouse, and Allies)"
4,5,2021,"HTHP1","HTHP","7:08",1,1,"H","","Gallus sonneratii","Gray Junglefowl","GRJU","Galliformes","Phasianidae (Pheasants, Grouse, and Allies)"
9,3,2021,"HTHP1","HTHP","7:00",1,3,"H","","Turdus simillimus","Indian Blackbird","INBL","Passeriformes","Turdidae (Thrushes and Allies)"
4,5,2021,"HTHP1","HTHP","7:08",1,2,"H","","Turdus simillimus","Indian Blackbird","INBL","Passeriformes","Turdidae (Thrushes and Allies)"
25,12,2020,"HTHP1","HTHP","8:57",1,2,"H","","Larvivora brunnea","Indian Blue Robin","IBRO","Passeriformes","Muscicapidae (Old World Flycatchers)"
25,12,2020,"HTHP1","HTHP","8:57",2,2,"H","","Pomatorhinus horsfieldii","Indian Scimitar-Babbler","ISBA","Passeriformes","Timaliidae (Tree-Babblers, Scimitar-Babblers, and Allies)"
9,3,2021,"HTHP1","HTHP","7:00",1,1,"H","","Pomatorhinus horsfieldii","Indian Scimitar-Babbler","ISBA","Passeriformes","Timaliidae (Tree-Babblers, Scimitar-Babblers, and Allies)"
4,5,2021,"HTHP1","HTHP","7:08",1,1,"H","","Pomatorhinus horsfieldii","Indian Scimitar-Babbler","ISBA","Passeriformes","Timaliidae (Tree-Babblers, Scimitar-Babblers, and Allies)"
9,3,2021,"HTHP1","HTHP","7:00",1,1,"H","","Eumyias albicaudatus","Nilgiri Flycatcher","NIFL","Passeriformes","Muscicapidae (Old World Flycatchers)"
4,5,2021,"HTHP1","HTHP","7:08",1,1,"H","","Eumyias albicaudatus","Nilgiri Flycatcher","NIFL","Passeriformes","Muscicapidae (Old World Flycatchers)"
25,12,2020,"HTHP1","HTHP","8:57",2,1,"H","","Dicaeum concolor","Nilgiri Flowerpecker","NIFP","Passeriformes","Dicaeidae (Flowerpeckers)"
4,5,2021,"HTHP1","HTHP","7:08",1,1,"H","","Dicaeum concolor","Nilgiri Flowerpecker","NIFP","Passeriformes","Dicaeidae (Flowerpeckers)"
4,5,2021,"HTHP1","HTHP","7:08",1,3,"H","","Sholicola major","Nilgiri Sholakili","NISH","Passeriformes","Muscicapidae (Old World Flycatchers)"
25,12,2020,"HTHP1","HTHP","8:57",2,1,"H","","Zosterops palpebrosus","Indian White Eye","IWEY","Passeriformes","Zosteropidae"
25,12,2020,"HTHP1","HTHP","8:57",2,3,"H","","Zosterops palpebrosus","Indian White Eye","IWEY","Passeriformes","Zosteropidae"
9,3,2021,"HTHP1","HTHP","7:00",2,1,"H","","Zosterops palpebrosus","Indian White Eye","IWEY","Passeriformes","Zosteropidae"
4,5,2021,"HTHP1","HTHP","7:08",2,1,"H","","Zosterops palpebrosus","Indian White Eye","IWEY","Passeriformes","Zosteropidae"
9,3,2021,"HTHP1","HTHP","7:00",1,2,"H","","Pellorneum ruficeps","Puff-throated Babbler","PTBA","Passeriformes","Pellorneidae (Ground Babblers and Allies)"
9,3,2021,"HTHP1","HTHP","7:00",1,2,"H","","Galloperdix spadicea","Red Spurfowl","RESP","Galliformes","Phasianidae (Pheasants, Grouse, and Allies)"
25,12,2020,"HTHP1","HTHP","8:57",1,1,"H","","Pycnonotus jocosus","Red-whiskered Bulbul","RWBU","Passeriformes","Pycnonotidae (Bulbuls)"
9,3,2021,"HTHP1","HTHP","7:00",1,2,"H","","Pycnonotus jocosus","Red-whiskered Bulbul","RWBU","Passeriformes","Pycnonotidae (Bulbuls)"
4,5,2021,"HTHP1","HTHP","7:08",2,2,"H","","Pycnonotus jocosus","Red-whiskered Bulbul","RWBU","Passeriformes","Pycnonotidae (Bulbuls)"
9,3,2021,"HTHP1","HTHP","7:00",1,3,"H","","Hypsipetes ganeesa","Square-tailed Bulbul","STBU","Passeriformes","Pycnonotidae (Bulbuls)"
4,5,2021,"HTHP1","HTHP","7:08",5,1,"H","","Hypsipetes ganeesa","Square-tailed Bulbul","STBU","Passeriformes","Pycnonotidae (Bulbuls)"
25,12,2020,"HTHP1","HTHP","8:57",1,1,"H","","Sitta frontalis","Velvet-fronted Nuthatch","VFNU","Passeriformes","Sittidae (Nuthatches)"
25,12,2020,"HTHP1","HTHP","8:57",2,2,"H","","Sitta frontalis","Velvet-fronted Nuthatch","VFNU","Passeriformes","Sittidae (Nuthatches)"
9,3,2021,"HTHP1","HTHP","7:00",1,2,"H","","Sitta frontalis","Velvet-fronted Nuthatch","VFNU","Passeriformes","Sittidae (Nuthatches)"
4,5,2021,"HTHP1","HTHP","7:08",1,2,"H","","Sitta frontalis","Velvet-fronted Nuthatch","VFNU","Passeriformes","Sittidae (Nuthatches)"
25,12,2020,"HTHP1","HTHP","8:57",1,1,"H","","Psilopogon viridis","White-cheeked Barbet","WCBA","Piciformes","Megalaimidae (Asian Barbets)"
9,3,2021,"HTHP1","HTHP","7:00",2,1,"H","","Psilopogon viridis","White-cheeked Barbet","WCBA","Piciformes","Megalaimidae (Asian Barbets)"
4,5,2021,"HTHP1","HTHP","7:08",2,1,"H","","Psilopogon viridis","White-cheeked Barbet","WCBA","Piciformes","Megalaimidae (Asian Barbets)"
9,3,2021,"HTHP1","HTHP","7:00",1,1,"H","","Iole indica","Yellow-browed Bulbul","YBBU","Passeriformes","Pycnonotidae (Bulbuls)"
4,5,2021,"HTHP1","HTHP","7:08",2,2,"H","","Iole indica","Yellow-browed Bulbul","YBBU","Passeriformes","Pycnonotidae (Bulbuls)"
18,2,2021,"KDND1","KDND","6:43",1,1,"H","","Prinia socialis","Ashy Prinia","ASPR","Passeriformes","Cisticolidae (Cisticolas and Allies)"
18,3,2021,"KDND1","KDND","6:54",1,1,"H","","Prinia socialis","Ashy Prinia","ASPR","Passeriformes","Cisticolidae (Cisticolas and Allies)"
18,3,2021,"KDND1","KDND","6:54",2,2,"H","","Prinia socialis","Ashy Prinia","ASPR","Passeriformes","Cisticolidae (Cisticolas and Allies)"
18,2,2021,"KDND1","KDND","6:43",1,1,"H","","Ficedula nigrorufa","Black-and-orange Flycatcher","BAOF","Passeriformes","Muscicapidae (Old World Flycatchers)"
18,2,2021,"KDND1","KDND","6:43",2,1,"H","","Acrocephalus dumetorum","Blyth's Reed Warbler","BRWA","Passeriformes","Acrocephalidae (Reed Warblers and Allies)"
18,2,2021,"KDND1","KDND","6:43",1,3,"H","","Acrocephalus dumetorum","Blyth's Reed Warbler","BRWA","Passeriformes","Acrocephalidae (Reed Warblers and Allies)"
18,3,2021,"KDND1","KDND","6:54",1,1,"H","","Acrocephalus dumetorum","Blyth's Reed Warbler","BRWA","Passeriformes","Acrocephalidae (Reed Warblers and Allies)"
18,3,2021,"KDND1","KDND","6:54",1,2,"H","","Acrocephalus dumetorum","Blyth's Reed Warbler","BRWA","Passeriformes","Acrocephalidae (Reed Warblers and Allies)"
18,2,2021,"KDND1","KDND","6:43",2,1,"H","","Gallus sonneratii","Gray Junglefowl","GRJU","Galliformes","Phasianidae (Pheasants, Grouse, and Allies)"
18,3,2021,"KDND1","KDND","6:54",2,1,"H","","Gallus sonneratii","Gray Junglefowl","GRJU","Galliformes","Phasianidae (Pheasants, Grouse, and Allies)"
18,3,2021,"KDND1","KDND","6:54",3,3,"S","","Gallus sonneratii","Gray Junglefowl","GRJU","Galliformes","Phasianidae (Pheasants, Grouse, and Allies)"
18,2,2021,"KDND1","KDND","6:43",1,1,"H","confirm","Larvivora brunnea","Indian Blue Robin","IBRO","Passeriformes","Muscicapidae (Old World Flycatchers)"
18,2,2021,"KDND1","KDND","6:43",1,2,"H","","Pomatorhinus horsfieldii","Indian Scimitar-Babbler","ISBA","Passeriformes","Timaliidae (Tree-Babblers, Scimitar-Babblers, and Allies)"
18,2,2021,"KDND1","KDND","6:43",1,3,"H","","Pomatorhinus horsfieldii","Indian Scimitar-Babbler","ISBA","Passeriformes","Timaliidae (Tree-Babblers, Scimitar-Babblers, and Allies)"
18,3,2021,"KDND1","KDND","6:54",1,1,"H","","Acridotheres fuscus","Jungle Myna","JUMY","Passeriformes","Sturnidae (Starlings)"
18,3,2021,"KDND1","KDND","6:54",5,1,"S","","Acridotheres fuscus","Jungle Myna","JUMY","Passeriformes","Sturnidae (Starlings)"
18,2,2021,"KDND1","KDND","6:43",1,3,"H/S","","Lanius schach","Long-tailed Shrike","LTSH","Passeriformes","Laniidae (Shrikes)"
18,3,2021,"KDND1","KDND","6:54",4,3,"S","","Galerida malabarica","Malabar Lark","MALA","Passeriformes","Alaudidae (Larks)"
18,2,2021,"KDND1","KDND","6:43",1,3,"H","","Dicaeum concolor","Nilgiri Flowerpecker","NIFP","Passeriformes","Dicaeidae (Flowerpeckers)"
18,3,2021,"KDND1","KDND","6:54",2,1,"H","","Zosterops palpebrosus","Indian White Eye","IWEY","Passeriformes","Zosteropidae"
18,2,2021,"KDND1","KDND","6:43",3,2,"H","","Saxicola caprata","Pied Bushchat","PIBU","Passeriformes","Muscicapidae (Old World Flycatchers)"
18,3,2021,"KDND1","KDND","6:54",1,1,"H","","Saxicola caprata","Pied Bushchat","PIBU","Passeriformes","Muscicapidae (Old World Flycatchers)"
18,3,2021,"KDND1","KDND","6:54",1,3,"H","","Saxicola caprata","Pied Bushchat","PIBU","Passeriformes","Muscicapidae (Old World Flycatchers)"
18,3,2021,"KDND1","KDND","6:54",1,1,"H","","Perdicula erythrorhyncha","Painted Bush Quail","PBQU","Galliformes","Phasianidae (Pheasants, Grouse, and Allies)"
18,2,2021,"KDND1","KDND","6:43",1,1,"H","","Pellorneum ruficeps","Puff-throated Babbler","PTBA","Passeriformes","Pellorneidae (Ground Babblers and Allies)"
18,2,2021,"KDND1","KDND","6:43",1,2,"H","","Pellorneum ruficeps","Puff-throated Babbler","PTBA","Passeriformes","Pellorneidae (Ground Babblers and Allies)"
18,2,2021,"KDND1","KDND","6:43",4,1,"H","","Pycnonotus jocosus","Red-whiskered Bulbul","RWBU","Passeriformes","Pycnonotidae (Bulbuls)"
18,2,2021,"KDND1","KDND","6:43",4,2,"S","","Pycnonotus jocosus","Red-whiskered Bulbul","RWBU","Passeriformes","Pycnonotidae (Bulbuls)"
18,3,2021,"KDND1","KDND","6:54",3,1,"H","","Pycnonotus jocosus","Red-whiskered Bulbul","RWBU","Passeriformes","Pycnonotidae (Bulbuls)"
18,3,2021,"KDND1","KDND","6:54",1,1,"S","","Pycnonotus jocosus","Red-whiskered Bulbul","RWBU","Passeriformes","Pycnonotidae (Bulbuls)"
12,3,2021,"KJPN1","KJPN","7:39",2,3,"S","","Irena puella","Asian Fairy-bluebird","AFBL","Passeriformes","Irenidae (Fairy-bluebirds)"
